manufacturer,model,kernel,eta_peak,f_peak,f_50,f_10,f_2
Canon,Aquilion Prime,FC13,1.0,0.0,0.315718381186038,0.7433477471680514,1.08046659269563
Siemens,Alpha,Br68u,1.5366376037238867,0.533041095890411,1.145699439918538,1.4177014129345071,1.5462650842462256
Siemens,Alpha,Br76f,1.2471545358851788,0.7662585034013606,1.5740697616088855,2.031121714507333,2.5713778486919474
Siemens,Alpha,Br40f,1.0,0.0,0.33759623246279435,0.602711276375824,0.7486338437687735
Siemens,Alpha,Hr40u_3,1.0,0.0,0.292583761532388,0.5800139993755211,0.7782093711129101
Siemens,Alpha,Hr68f,1.335526341924056,0.5483933787731257,1.1498224762470377,1.4265971307689769,1.5461024087863975
Siemens,Alpha,Br44f,1.0,0.0,0.38919325865956306,0.6967452190786593,0.8622884380222716
Siemens,Alpha,Qr89u,1.031255089070425,0.5067413632119514,1.7972070623800436,2.812755081580709,3.4476202502440363
Siemens,Alpha,Hr98u,1.1038674562009312,0.7038141335914809,3.1870632472453773,4.043328257332615,4.377565431002936
Siemens,Alpha,Br98u_3,1.0291394129549938,0.9554759660697455,3.124649203870393,4.137126233463553,4.521625367123305
Siemens,Alpha,Qr48u,1.0,0.0,0.5191046307503964,0.8830437656410182,1.075613527104275
Siemens,Alpha,Hr44u,1.0,0.0,0.3782493593510633,0.6916324725801966,0.8756935906331318
Siemens,Alpha,Hr48f,1.0,0.0,0.47609239443517914,0.738036366331823,0.9101284786301828
Siemens,Alpha,Qr48f,1.0,0.0,0.4986352694664402,0.869909341752709,1.071288270070655
